0C004B00,0C00D880,0C00DAF8,0C011320,time
01,02,03,04,19-16-57
01,02,03,04,19-16-57
01,02,03,04,19-16-57
01,02,03,04,19-16-57
01,02,03,04,19-16-58
01,02,03,04,19-16-58
01,02,03,04,19-16-58
01,02,03,04,19-16-58
01,02,03,04,19-16-58
01,02,03,04,19-16-58
01,02,03,04,19-16-58
01,02,03,04,19-16-58
01,02,03,04,19-16-58
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-16-59
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-00
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-01
01,02,03,04,19-17-02
01,02,03,04,19-17-02
01,02,03,04,19-17-02
01,02,03,04,19-17-02
01,02,03,04,19-17-02
01,02,03,04,19-17-02
01,02,03,04,19-17-02
01,02,03,04,19-17-02
01,02,03,04,19-17-02
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-03
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-04
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-05
01,02,03,04,19-17-06
01,02,03,04,19-17-06
01,02,03,04,19-17-06
01,02,03,04,19-17-06
01,02,03,04,19-17-06
01,02,03,04,19-17-06
01,02,03,04,19-17-06
01,02,03,04,19-17-06
01,02,03,04,19-17-06
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-07
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-08
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-09
01,02,03,04,19-17-10
01,02,03,04,19-17-10
01,02,03,04,19-17-10
01,02,03,04,19-17-10
01,02,03,04,19-17-10
01,02,03,04,19-17-10
01,02,03,04,19-17-10
01,02,03,04,19-17-10
01,02,03,04,19-17-10
01,02,03,04,19-17-11
01,02,03,04,19-17-11
01,02,03,04,19-17-11
01,02,03,04,19-17-11
01,02,03,04,19-17-11
01,02,03,04,19-17-11
01,02,03,04,19-17-11
01,02,03,04,19-17-11
01,02,03,04,19-17-11
01,02,03,04,19-17-11
